text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
" 
		The kid sucked his girl's neck under a yucca
 
		between drinks. Last year's fashion was limes.  
		I was wishing I'd worn my coat. I could smell
 
		onions somewhere and something beyond onions



 
		like leaves burning far away as if there was a kind of smoke
 
		that belonged in the air, that the world made on its own.  
		Maybe that's what I was following all along, the scent of autumn.",811,POETRY,POETRY_5S_20C_71612_FrancisMatthew_AutumnNoir_1956.txt,3,1,4,2.6666666667,3,1,4,2.6666666667,3,4,5,4,,3,2,4.3333333333,3.1111111111,0,3,1,1.3333333333,1.3333333333,0.5925925926
"Young Spring, her hand
 
		    Fragrant with arbutus, looks o'er the land.  
		The stir is in our blood; the birth of things
 
		    Touches most nearly our humanity.  
		    The smell of the fresh earth, the careless glee
 
		Of mating birds, round these the earth-soul flings
 
		    Her arms, and cries: ""Let us create, create!  
		    The joy of life is ours, we may not wait.""  
		The mystery of death lies deeper; Spring
 
		    Soft-tongued, sings but the flowering of youth; 
 
		    When frosty pain stings red in autumn's ruth
 
		We hear new voices of strange echoing.",791,POETRY,POETRY_5S_20C_541_HensleySophiaMargaretta_THEDEEPERSENSE_1866.txt,3,2,4,3,2,2,2,2,1,3,4,2.6666666667,,2,2.3333333333,3.3333333333,2.5555555556,2,1,2,1,1.6666666667,0.3703703704
" 
		Pen of mine, the Spanish Main
 
		Sees the silver ships in train.  
		Fare we forth from Bristol town,
 
		Bold to take and bold to drown.  
		Swings old time upon its hinge---
 
		Philip's beard is good to singe;
 
		Drake will answer to his drum
 
		Where they serve the reddest rum.  
		Westward ho! and Eastward ho!",812,POETRY,POETRY_5S_20C_726_WrightDavidMcKee_PENOFMINE_1867.txt,2,3,2,2.3333333333,2,1,2,1.6666666667,2,2,3,2.3333333333,,2,2,2.3333333333,2.1111111111,0,2,1,0.6666666667,1,0.2962962963
" 
		What matter which shall vanish hence, if both
 
		Are transitory---me, and these bright hours---
 
		And of the future ignorant alike?  
		From all our social thralls I would be free.  
		Let care go down the wind---as hounds afar,


			


 
		Within their kennels baying unseen foes,
 
		Give to calm sleepers only calmer dreams.  
		Here will I rest alone: the morning mist
 
		Conceals no form but mine; the evening dew
 
		Freshens but faded flowers and my worn face.  
		When the noon basks among the wooded hills
 
		I too will bask, as silent as the air
 
		So thick with sun-motes, dyed like yellow gold,
 
		Or colored purple like an unplucked plum.",728,POETRY,POETRY_5S_19C_30744_StoddardElizabeth_LASTDAYS_1823.txt,3,2,1,2,3,2,3,2.6666666667,1,1,2,1.3333333333,,2.3333333333,1.6666666667,2,2,2,1,2,1.3333333333,1.6666666667,0.4444444444
" 
		But song shall crown thee, listen!  
		   And let those eyes of fire
 
		With approbation glisten,
 
		   Thy minstrel to inspire.  
		'T is not exterior charms, my love,
 
		   That faultless shape and face,
 
		Those pearly polished arms, my love,
 
		   That air of witching grace---
 
		But 't is those mental treasures,
 
		   Which few, alas! can claim,
 
		By which the poet measures
 
		   Thy beauty, wit, and fame.  
		Time dims the brightest eye, my love,
 
		   That form will lose its grace,


			


 
		That cheek its vermeil dye, my love,
 
		   And age will mark the face;
 
		But virtue, love, and duty,
 
		   Retain immortal bloom,
 
		Survive the wreck of beauty,
 
		   And decorate her tomb.",759,POETRY,POETRY_5S_19C_98697_WoodworthSamuel_THEGARLAND_1784.txt,3,3,3,3,1,3,3,2.3333333333,1,1,3,1.6666666667,,1.6666666667,2.3333333333,3,2.3333333333,2,2,0,1.3333333333,1.3333333333,0.4444444444
" 
		For, far escaped on viewless wings,
 
		    In sweep of some mysterious train,
 
		I catch a glimpse of Heavenly things,
 
		    Then sink to Earth again!  
		For Heaven is no sae far awa',
 
		    If but the heart be pure and true; 
 
		The lights that frae its windows fa',
 
		    Reach aftentimes my view!  
		And whiles I hear---or think I hear--- 
 
		    At that sweet hour o' gloamin' gray
 
		As they were heart-beats, and clear,
 
		    Its blessed bells at play!  
		The cherub on the mother's breast
 
		    Imbibes, as weel, the mother's smile; 
 
		And wha descries that Land o' Rest,
 
		    May breathe its air the while!  
		For Heaven is there for man to fill; 
 
		    Its banks and bowers for him made fair--- 
 
		And wha may climb the Flowery Hill,
 
		    Has rest and welcome there!",718,POETRY,POETRY_5S_19C_125272_SmithWilliamWye_THEANCHOREDSHIP_1827.txt,2,2,1,1.6666666667,2,3,3,2.6666666667,1,2,3,2,,1.6666666667,2.3333333333,2.3333333333,2.1111111111,1,1,2,1,1.3333333333,0.3703703704
"Rootie Tootie
, Motherfuckers,"" he

 
		
began, ""And
Straight, No Chaser
,"" he went on. "" Nutty
,"" he called looking at

 
		the colorless negro piano player from No Heaven.  
		Then shit, they got mean, from the back room, a nigger with a twotoned


			


 
		beard. And distance rolling out his nose. ""It aint about you!""",787,POETRY,POETRY_5S_20C_52395_BarakaImamuAmiri_ClassStruggleInMusic_1934.txt,4,3,3,3.3333333333,4,4,4,4,1,3,2,2,,3,3.3333333333,3,3.1111111111,3,1,2,2,2,0.7407407407
" 
		Head to limp head, the sunk-eyed wounded scanned

 
		
Yesterday's
Mail
; the casualties (typed small)

 
		And (large) Vast Booty from our Latest Haul.  
		Also, they read of Cheap Homes, not yet planned,
 
		'For', said the paper, 'when this war is done
 
		The men's first instincts will be making homes.  
		Meanwhile their foremost need is aerodromes,
 
		It being certain war has but begun.  
		Peace would do wrong to our undying dead, ---
 
		The sons we offered might regret they died
 
		If we got nothing lasting in their stead.  
		We must be solidly indemnified.",768,POETRY,POETRY_5S_20C_16894_OwenWilfred_SMILESMILESMILE_1893.txt,3,2,3,2.6666666667,3,3,3,3,1,2,3,2,,2.3333333333,2.3333333333,3,2.5555555556,2,1,0,1,1,0.3703703704
" 
		He has a white hat to keep cool.  
		How can he catch those dragonflies?  
		I like how he screws up his eyes.  
		The lily glistens where it lies


 
		and that won't be too hard, but coils
 
		of waving watery stems are foils
 
		for puckish terrapins chasing oils


 
		across the well-stretched canvas. Let
 
		all be caught within a net
 
		of gold, black, green, wax-white, and set


 
		upon a whitewashed wall at last
 
		in a black frame, with houseplants massed
 
		in green and gold, mortal, outclassed---


 
		it's only miles to Mexico,
 
		not many, if you want to know.",777,POETRY,POETRY_5S_20C_37549_MorganEdwin_SanDiego_1920.txt,3,1,3,2.3333333333,2,3,3,2.6666666667,1,2,4,2.3333333333,,2,2,3.3333333333,2.4444444444,2,2,1,0.3333333333,1.6666666667,0.1481481481
" 
		Martyrs true, his brothers died,
 
		   Last of five alone he stands;---
 
		Five, who rather bow to death,
 
		   Than to idols made with hands.  
		Oft the king has doomed to die
 
		   Men and maidens, age and youth;
 
		But his heart for this fair boy
 
		   Moveth with a tender ruth.  
		So he beckoneth him anear;---
 
		   ""Thou art brave and proud,"" he saith;
 
		""I would spare thee if I might,
 
		   But I fear the people's wrath.  
		""I will let this royal ring
 
		   Careless drop from out my hand;
 
		Thou shalt stoop and bow the knee,
 
		   But to lift it from the sand:


			



 
		""Yet the gazing crowd will think
 
		   Thou hast bowed the head to give
 
		Homage to our country's god;---
 
		   Thus shalt thou be free, and live.""  
		Brave the martyr met his eye,
 
		   Proudly standing in his place,
 
		And the light that cometh down
 
		   Out of heaven, was in his face.",751,POETRY,POETRY_5S_19C_90767_CaryPhoebe_THEYOUNGMARTYR_1824.txt,4,5,3,4,4,5,5,4.6666666667,3,4,3,3.3333333333,,3.6666666667,4.6666666667,3.6666666667,4,1,1,2,1.3333333333,1.3333333333,0.4444444444
" 
		
Brave
hearts bend not so soon to care---


 
		   Firm minds uplift the load of fate; 
 
		They bear what others shrink to bear, 
 
		   And boldly any doom await!  
		They rise above what would oppress 
 
		   A weaker spirit to the ground; 
 
		And, though they feel no jot the less, 
 
		   Their sorrows scorn to breathe a sound.  
		Oh! heroes have we still on earth, 
 
		   Worth all the boasted blood of Rome; 
 
		And heroines, whose suffering worth 
 
		   Lends grace to many a humble home.  
		
Great hearts
endurance
cannot bend;

 
		   Nor daily care, nor trial, tame; 
 
		But these nor ask, nor gain, a friend--- 
 
		   Nor seek, nor ever find, a name!",721,POETRY,POETRY_5S_19C_17702_SwainCharles_BRAVEHEARTS_1801.txt,3,2,1,2,2,1,1,1.3333333333,1,2,2,1.6666666667,,2,1.6666666667,1.3333333333,1.6666666667,2,1,1,0.6666666667,1.3333333333,0.2222222222
"Train of swart-flitting night Hours enter above; and after them, come white-winged day-Hours. Those return then; and a second time pass forth.) CHORUS. ADAM. ADAMA.",722,POETRY,POETRY_5S_19C_19413_DoughtyCharlesMontagu_Adamcastforth_1843.txt,1,4,3,2.6666666667,3,4,3,3.3333333333,0,0,0,0,,1.3333333333,2.6666666667,2,2,3,4,3,3.3333333333,3.3333333333,1.3333333333
" 
		
""
So
back you have come from the town, Nan, dear!  
		And have you seen him there, or near--- 
 
		   That soldier of mine--- 
 
		Who long since promised to meet me here?""  
		""---O yes, Nell: from the town I come, 
 
		And have seen your lover on sick-leave home--- 
 
		   That soldier of yours--- 
 
		Who swore to meet you, or Strike-him-dumb;


			



 
		""But has kept himself of late away; 
 
		Yet,---in short, he's coming, I heard him say--- 
 
		   That lover of yours--- 
 
		To this very spot on this very day.""  
		""---Then I'll wait, I'll wait, through wet or dry!  
		I'll give him a goblet brimming high--- 
 
		   This lover of mine--- 
 
		And not of complaint one word or sigh!""",704,POETRY,POETRY_5S_19C_103625_HardyThomas_AMILITARYAPPOINTMENTSCHERZANDO_1840.txt,5,5,3,4.3333333333,5,4,4,4.3333333333,3,2,3,2.6666666667,,4.3333333333,3.6666666667,3.3333333333,3.7777777778,2,3,1,1.6666666667,2,0.7407407407
" 
		But square frames
 
		crack, wood
 
		rots, smooth mortar
 
		too remains mortal,
 
		trapped in its own salt,
 
		its unstable foundations of water.  
		So grant, God
 
		that this house will stand
 
		the four winds
 
		the seasons' alterations
 
		the explorations of the worm.  
		Grant, God,
 
		a clear release from thieves,
 
		from robbers and from those that plot
 
		and poison while they dip
 
		into our dish.  
		Grant, too, warm fires, good
 
		wives and grateful children.  
		But the too warm fire flames.",782,POETRY,POETRY_5S_20C_46235_BrathwaiteKamau_IPrelude_1930.txt,2,1,5,2.6666666667,2,1,1,1.3333333333,1,1,3,1.6666666667,,1.6666666667,1,3,1.8888888889,1,0,4,1.3333333333,1.6666666667,0.5185185185
" 
		
The first the Annunciation;
 
		
The second the Visitation;
 
		
The third the Consolation,
 
		
Of God that was Our Lady's Son
.  
		
The first was of Saint Gabriel;
 
		
On Wings a-flame from Heaven he fell;
 
		
And as he went upon one knee
 
		
He shone with Heavenly Courtesy
.  
		
Our Lady out of Nazareth rode---
 
		
It was Her month of heavy load;
 
		
Yet was Her face both great and kind,
 
		
For Courtesy was in Her Mind
.  
		
The third it was our Little Lord,
 
		
Whom all the Kings in arms adored;
 
		
He was so small you could not see
 
		
His large intent of Courtesy
.  
		
Our Lord, that was Our Lady's Son,
 
		
Go bless you, People, one by one;
 
		
My Rhyme is written, my work is done
.",774,POETRY,POETRY_5S_20C_3422_BellocHilaire_COURTESY_1870.txt,4,4,2,3.3333333333,3,3,3,3,2,3,2,2.3333333333,,3,3.3333333333,2.3333333333,2.8888888889,2,1,1,1,1.3333333333,0.3703703704
" 
		Give me one, I ask no more,
 
		Though it be but from the store
 
		Of some childish, by-gone folly!  
		Ah me! in a heavy mood,
 
		Such as I to-night am bearing,
 
		Any thing that's past is good;
 
		All the present is but caring,
 
		All the future more despairing,
 
		And the past is sweet alone,
 
		Where, although the sun be gone,
 
		Half the sky is warm with wearing
 
		His last kiss, and in the East
 
		A faint glow, of lights the least,
 
		Tells that moon-rise is preparing.  
		When was ever joy like thine,
 
		Whose memory, even, is juvenescent?  
		Then my blood was more than wine,
 
		Then I slumbered like a peasant,
 
		Then my hope was like a crescent
 
		That could never come to full,
 
		Then, if ever, life looked dull,
 
		Dulness must for once be pleasant,
 
		Then my heart so lightly beat
 
		That the sunshine seemed more sweet
 
		Even for being evanescent.",741,POETRY,POETRY_5S_19C_63402_LowellJamesRussell_NOWISALWAYSBEST_1819.txt,5,5,4,4.6666666667,2,2,2,2,2,1,3,2,,3,2.6666666667,3,2.8888888889,3,4,2,2.6666666667,3,1.1851851852
"though not of kingly blood, 
 
		He wore the double royalty of being great and good.  
		He rose and reached the topmost height; our Hero lowly born: 
 
		So from the lowly grass hath grown the proud embattled Corn!  
		He rose up in our cruel need, and towering on he trod; 
 
		Baring his brow to battle bold, as humbly to his God.  
		He did his work, nor thought of nations ringing with his name, 
 
		He walked with God, and talked with God, nor cared if following Fame 
 
		Should find him toiling in the field, or sleeping underground; 
 
		Nor did he mind what resting-place, with heaven embracing round.  
		""When swarming hell had broken bounds, he showed us how to stand 
 
		With rootage like the Palm amidst the maddest whirl of sand; 
 
		Undaunted while the swarthy storm around him swirled and swirled, 
 
		A winding-sheet of all white life!",736,POETRY,POETRY_5S_19C_48579_MasseyGerald_HAVELOCKSMARCH_1828.txt,5,5,3,4.3333333333,5,5,4,4.6666666667,4,4,3,3.6666666667,,4.6666666667,4.6666666667,3.3333333333,4.2222222222,1,1,1,1,1,0.3703703704
" 
		Our hearts are just like yours
 
		you tell me---but not a city,


			


 
		which is the sum alone of all our ignorance.  
		If it came down to it
 
		would you have to sleep with me
 
		to know what I mean or let me go?  
		Or would the last revision
 
		leave a text as desolate
 
		as the evening star just
 
		before the full moon rises
 
		in blue March---nothing
 
		
but words and what
they
mean?  
		Only a story storying no one,
 
		chastely, ceremonious?  
		I want to come between you
 
		and your lips, your graceful
 
		concessions to this language
 
		we drown in for our oxygen.",790,POETRY,POETRY_5S_20C_53582_KellyRobert_ELEGY_1935.txt,4,3,2,3,2,1,1,1.3333333333,1,2,3,2,,2.3333333333,2,2,2.1111111111,3,2,2,1.6666666667,2.3333333333,0.5925925926
" 
		The sun seemed too hot most of the time.  
		There weren't enough birds around
 
		And the hills had a silly look
 
		When he got on top of one.  
		The girls in heaven, however, thought
 
		Nothing of asking to see his watch
 
		Like you would want someone to tell
 
		A joke---""Time,"" they'd say, ""what's
 
		That mean---time? "", laughing with the edges
 
		Of their white mouths, like a flutter of paper
 
		In a madhouse. And he'd stumble over
 
		General Sherman or Elizabeth B.",773,POETRY,POETRY_5S_20C_28531_PatchenKenneth_TheOriginofBaseball_1911.txt,5,5,5,5,4,3,3,3.3333333333,1,2,2,1.6666666667,,3.3333333333,3.3333333333,3.3333333333,3.3333333333,4,3,3,3.3333333333,3.3333333333,1.1111111111
"the oven! oh, oh! is it so?  
		""My chimney's on fire! my lumn's in a low!""",713,POETRY,POETRY_5S_19C_108652_BaylyThomasHaynes_OUTLINETHEFOURTH_1797.txt,3,2,3,2.6666666667,1,1,1,1,1,1,1,1,,1.6666666667,1.3333333333,1.6666666667,1.5555555556,2,1,2,1.6666666667,1.6666666667,0.7407407407
"They, the crew, the ship

were never seen again. This was probably in the s---over a hundred years ago. The Church mentioned in # is almost certain to be St. Paul's Lutheran, since

as you know John's father cofounded it. The ""orders"" referred to that put him ""out of sorts"" are orders for glass

bottles, or ""little ware"" as they were called by the glassblowers who made tiny

bottles by hand / oz ,/ oz,  oz etc. The blowers worked ""piece work,"" paid by

the piece---so no orders---no income.",797,POETRY,POETRY_5S_20C_62986_WaldmanAnne_XIIIAEITIOLOGICALONES_1945.txt,4,2,2,2.6666666667,2,2,2,2,2,3,2,2.3333333333,,2.6666666667,2.3333333333,2,2.3333333333,2,1,0,0.6666666667,1,0.2222222222
"Shuts its wings.  
		    A great ship
 
		founders at sea.  
		Storms rip the rigging, and
 
		the ponderous cargo shifts.  
		    Drowned
 
		sailors waveringly
 
		drift toward the silt.  
		    In the attic
 
		two pale girls
 
		have lifted their petticoats.",801,POETRY,POETRY_5S_20C_65906_TapscottStephen_Oysters_1948.txt,4,5,5,4.6666666667,3,3,3,3,1,2,3,2,,2.6666666667,3.3333333333,3.6666666667,3.2222222222,3,3,2,2.6666666667,2.6666666667,0.962962963
" 
		He seemed so like a fair tulip,
 
		Silence was with him, and of love;
 
		His eyes had gathered wisdom strange,
 
		Old as the witnesses above.  
		He seemed as some sweet orphan lost
 
		Whose mother died in the wild Spring,
 
		And burned him with her love until
 
		His white feet took to wandering.  
		Old David said, ""How fair is he!  
		Look at his feet, his little hand!  
		His eyes are too much like the flowers:
 
		He has come out of Fairyland.""",785,POETRY,POETRY_5S_20C_5122_NeilsonJohnShaw_THEMISTYMESSENGER_1872.txt,5,4,5,4.6666666667,2,2,3,2.3333333333,2,2,4,2.6666666667,,3,2.6666666667,4,3.2222222222,3,2,2,2.3333333333,2.3333333333,0.962962963
" 
		Yet with unnumbered miracles hast thou stored 
 
		Our treasure-house, revealing easiest ways 
 
		Whereby each element in swift relays 
 
		Shall serve man's purpose. ""Fool, and who else hath poured 
 
		""As I such benefactions? At a word 
 
		""Flooding earth's darkness with my piercing rays!""  
		Great Goddess, pardon! Silent is th' abuse.",701,POETRY,POETRY_5S_19C_100517_ImageSelwyn_SCIENTIACRESCITSAPIENTIA_1849.txt,3,3,1,2.3333333333,3,3,2,2.6666666667,1,1,2,1.3333333333,,2.3333333333,2.3333333333,1.6666666667,2.1111111111,2,2,1,1.3333333333,1.6666666667,0.5185185185
" 
		
Too
late! The mighty Dragon's crest of gold


 
		   Lies cloven on the cavern's sparry floor; 
 
		   And flameless now the throat whence never more 
 
		Shall blighting fume on blast of fire be rolled.  
		But he, my Friend, lies lifeless---in his hold 
 
		   The venomed tongue his dying valour tore 
 
		   For triumph's token---with the monster's gore 
 
		Sanguine, and stifled in its scaly fold.  
		And diamond and emerald lie blent 
 
		   The ruby and the amethyst amid; 
 
		   And treasury is mine more opulent 
 
		Than catacomb e'er stored, or pyramid; 
 
		   But ah! the deed illustrious I meant 
 
		   Rebukes the deed inglorious I did.",752,POETRY,POETRY_5S_19C_92389_GarnettRichard_XLVIIITHELAGGARDKNIGHT_1835.txt,5,4,5,4.6666666667,2,2,4,2.6666666667,1,2,3,2,,2.6666666667,2.6666666667,4,3.1111111111,4,2,2,2.6666666667,2.6666666667,1.037037037
" 
		   ""The field I seek to-morrow 
 
		""Is one where man hath fame to reap, 
 
		   ""And woman gleans but sorrow.""  
		""Let battle's field be what it may,"" 
 
		   Thus spoke a voice replying, 
 
		""Think not thy love, while thou'rt away, 
 
		   ""Will here sit idly sighing.  
		""No---woman's soul, if not for fame, 
 
		   ""For love can brave all danger!""  
		Then forth from out the casement came 
 
		   A plumed and armed stranger.  
		A stranger?",708,POETRY,POETRY_5S_19C_105851_MooreThomas_THEWORLDWASHUSHD_1779.txt,3,3,2,2.6666666667,3,3,3,3,1,1,2,1.3333333333,,2.3333333333,2.3333333333,2.3333333333,2.3333333333,2,2,1,1.6666666667,1.6666666667,0.6666666667
" 
		When delvin' in the sheugh at e'en, 
 
		   Its curlin' reek I see; 
 
		I ken the precious things at hame 
 
		   Are thinkin' upon me.  
		I ken my restin' chair is set, 
 
		   Where comes the warmest gleam--- 
 
		I ken there's langin' hearts in thee, 
 
		   My ain wee cantie hame.  
		O! can I do but love it weel, 
 
		   When a' thing's lovesome there?  
		My cheerfu' wife---my laughin' weans--- 
 
		   The morn an' e'enin' prayer.",754,POETRY,POETRY_5S_19C_94598_NicollRobert_MYHAME_1814.txt,5,3,4,4,2,2,2,2,1,1,1,1,,2.6666666667,2,2.3333333333,2.3333333333,4,2,3,3,3,1.1111111111
" 
		Concentric circles within the pearl are the merging
 
		shades of earth: fertility and coral suspended
 
		where blue flattens behind gold ringlets (the robe



 
		tightening, as the empress bends to retrieve a pin).  
		A satin tongue licks toward the pearl, the dragon's scales
 
		like squares of quilting, inviting a cushioned embrace,
 
		five talons, five ways to crush life into the hollow



 
		heart. At court, the empress turns her back on
 
		emissaries; their mahogany chest open, rubies flashing
 
		in the prince's blood. Shall a daughter marry
 
		such cold metals? The empress opens her robe, the pearl's



 
		skin smooth as her own, stretch marks on her hips
 
		like scars from the dragon's claws.",789,POETRY,POETRY_5S_20C_53300_AllmanJohn_ImperialDragonwiththeFlamingPearl_1935.txt,5,5,5,5,2,2,4,2.6666666667,3,3,4,3.3333333333,,3.3333333333,3.3333333333,4.3333333333,3.6666666667,3,3,1,2.3333333333,2.3333333333,0.8888888889
" 
		Why must you always deceive
 
		the children who trust you?  
		Even before winter
 
		had shrivelled the leaves,
 
		ambushed and overpowered
 
		by some rogue disease,
 
		you died, poor little one.  
		And so you never saw
 
		your life in full flower;
 
		never felt the pleasure
 
		of being flattered
 
		on your wonderful black hair,
 
		or your smitten and bashful eyes;
 
		never chattered
 
		about love and such things
 
		on jolly holiday outings.  
		My future, too, died
 
		soon after that;
 
		I, too, was denied
 
		the fulfilment of youth.  
		How completely you have vanished,
 
		dear companion of those early years,
 
		my hope, now greatly lamented.",737,POETRY,POETRY_5S_19C_49058_LeopardiGiacomo_ToSylvia_1798.txt,5,5,4,4.6666666667,3,3,3,3,3,3,4,3.3333333333,,3.6666666667,3.6666666667,3.6666666667,3.6666666667,2,2,1,1.6666666667,1.6666666667,0.6666666667
"It will do you good


 
		Or put you off. I hinder and delay you
 
		For your own good. For mine, you leap ahead.  
		I'm neither able nor inclined to pay you.  
		Volunteer, I cannot get out of bed.",818,POETRY,POETRY_5S_20C_75161_HannahSophie_RuiningtheVolunteer_1971.txt,5,3,1,3,4,3,1,2.6666666667,2,1,1,1.3333333333,,3.6666666667,2.3333333333,1,2.3333333333,3,2,0,1.6666666667,1.6666666667,0.6666666667
" 
		O vain regret, the yester-pang 
 
		   That festers in the mind; 
 
		The rankling and envenomed fang 
 
		   That envy leaves behind; 
 
		Seek not the days for ever gone; 
 
		Recal not deeds to be undone!  
		For thee, vexed soul, by early fate 
 
		   The fond regret was meant, 
 
		To warn the conscience, when too late, 
 
		   Its errors to repent.  
		Then stay the wheel, insert the spoke, 
 
		The project of the past revoke!  
		O after thought, with siren's voice 
 
		   The conscience cease to fret, 
 
		Whispering to it thy second choice, 
 
		   Step-mother of regret!  
		She, O how well we know is nigh 
 
		Who pastures on the human sigh!",712,POETRY,POETRY_5S_19C_108389_HakeThomasGordon_XLIIIONPENITENCE_1809.txt,1,2,1,1.3333333333,3,2,1,2,1,3,1,1.6666666667,,1.6666666667,2.3333333333,1,1.6666666667,2,1,0,0.6666666667,1,0.2222222222
" 
		Yesterday morning enormous the moon hung low on the ocean,

 
		Round and yellow-rose in the glow of dawn;
 
		The night-herons flapping home wore dawn on their wings. To-day
 
		Black is the ocean, black and sulphur the sky,
 
		And white seas leap. I honestly do not know which day is more beautiful.  
		I know that to-morrow or next year or in twenty years
 
		I shall not see these things:---and it does not matter, it does not hurt;
 
		They will be here. And when the whole human race
 
		Has been like me rubbed out, they will still be here; storms, moon and ocean,
 
		Dawn and the birds.",765,POETRY,POETRY_5S_20C_14268_JeffersRobinson_THEIRBEAUTYHASMOREMEANING_1887.txt,4,4,5,4.3333333333,2,3,3,2.6666666667,2,4,4,3.3333333333,,2.6666666667,3.6666666667,4,3.4444444444,2,1,2,1.6666666667,1.6666666667,0.5925925926
" 
		See thon raws o flint arraheids

 
		in oor gret museums o antiquities
 
		awful grand in Embro---
 
		Dae'ye near'n daur wunner at wur histrie?  
		Weel then, Bewaur!  
		The museums of Scotland are wrang.  
		They urnae arraheids
 
		but a show o grannies' tongues,
 
		the hard tongues o grannies
 
		aa deid an gaun
 
		back to thur peat and burns,
 
		but for thur sherp
 
		chert tongues, that lee
 
		fur generations in the land
 
		like wicked cherms, that lee
 
		aa douce in the glessy cases in the gloom
 
		o oor museums, an
 
		they arenae lettin oan. But if you daur
 
		sorn aboot an fancy
 
		the vanished hunter, the wise deer runnin on;
 
		wheesht ... an you'll hear them,
 
		fur they cannae keep fae muttering
 
		
ye arenae here tae wonder,
 
		
whae dae ye think ye ur
?",814,POETRY,POETRY_5S_20C_73229_JamieKathleen_Arraheids_1962.txt,3,3,3,3,2,2,2,2,0,0,0,0,,1.6666666667,1.6666666667,1.6666666667,1.6666666667,3,3,3,3,3,1.1111111111
" 
		A sad, sweet dream; it fell upon my soul

 
		   When song and thought first woke their echoes there,
 
		Swaying my spirit to its wild control,
 
		   And with the shadow of a fond despair
 
		Darkening the fountain of my young life's stream---
 
		It haunts me still, and yet I know 'tis but a dream.  
		Whence art thou, shadowy presence, that canst hide
 
		   From my charmed sight the glorious things of earth?  
		A mirage o'er life's desert dost thou glide?  
		   Or, with those glimmerings of a former birth,
 
		A ""trailing cloud of glory,"" hast thou come
 
		From some bright world afar, our unremembered home?  
		I know thou dwell'st not in this dull cold Real,
 
		   I know thy home is in some brighter sphere;
 
		I know I shall not meet thee, my Ideal!",744,POETRY,POETRY_5S_19C_7434_BottaAnneCLynchAnneCharlotteLynch_THEIDEAL_1815.txt,5,4,4,4.3333333333,2,2,1,1.6666666667,1,1,2,1.3333333333,,2.6666666667,2.3333333333,2.3333333333,2.4444444444,4,3,3,3,3.3333333333,1.2592592593
"I die! but not for want of bliss---
 
		But with the riches of my happiness!  
		I stagger underneath the heavy load
 
		Of too much joy along this thorny road!  
		I sink down, weary, underneath the Cross
 
		That leads to Heaven from earth where all is dross!  
		Oh!",702,POETRY,POETRY_5S_19C_102530_ChiversTHThomasHolley_TOTHEMAIDOFMANYSONGS_1809.txt,5,4,2,3.6666666667,3,2,3,2.6666666667,1,1,2,1.3333333333,,3,2.3333333333,2.3333333333,2.5555555556,4,3,1,2.3333333333,2.6666666667,0.8148148148
" 
		I found him in his garden, trim an' buoyant as a feather;
 
		He shook my hand, exclaiming, ""This is quite Italian weather!  
		How it 'minds me of the evenings when, your distant hearts caressing,
 
		Upon my dear, good brothers, I invoked God's choicest blessing!""  
		I went and told the brothers, ""No; I can not bear to grieve him;
 
		He's so happy in his exile, it's the proper place to leave him.  
		I took that journey to him, and right bitterly I rue it;
 
		
But I can not take it from him; if
you
want to, go and do it.""  
		Now a new restraint entirely seemed next Sunday to enfold him,
 
		And he looked so hurt and humbled, that I knew that they had told him.",715,POETRY,POETRY_5S_19C_115536_CarletonWill_THEFESTIVALOFANECDOTEORANEVENINGINTHECOUNTRYSTORE_1845.txt,5,4,4,4.3333333333,5,5,5,5,2,4,3,3,,4,4.3333333333,4,4.1111111111,3,1,2,2,2,0.7407407407
" 
		
Once
more thy well-known voice lift up,


 
		   A Saviour's goodness to proclaim; 
 
		Take in thy hand salvation's cup, 
 
		   Call on thy God, and bless His name!  
		It harmonizes with the past 
 
		   Of a devoted life, like thine, 
 
		That thus serenely to the last 
 
		   Thy setting sun should brightly shine.  
		Long since first shone its morning rays, 
 
		   Its noon-tide splendour may be spent;--- 
 
		Can coming night avert our gaze, 
 
		   While stars are in the firmament?  
		Faith, hope, and love, as stars come forth, 
 
		   Making a more than noon of night!  
		And bear this witness to thy worth, 
 
		   'Tis eventide, and round thee---light!",719,POETRY,POETRY_5S_19C_12733_BartonBernard_TOEFONHERREAPPEARANCEAMONGHERFRIENDSATTHEYEARLYMEETING_1784.txt,4,2,2,2.6666666667,2,2,2,2,1,1,2,1.3333333333,,2.3333333333,1.6666666667,2,2,3,1,0,1.3333333333,1.3333333333,0.4444444444
